,Volcano_Name,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km,Summit,Elevation
687,Madilogo,Pyroclastic cone,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,Unknown - Evidence Credible,-9.2,147.57,146.0,670.0,10015.0,486684.0,850,2789
689,Mahagnao,Stratovolcano,Philippines,Philippines and SE Asia,Central Philippines,holocene,Unknown - Unrest / Holocene,10.882,124.888,11.0,4338.0,66949.0,827590.0,860,2822
690,Mahawu,Stratovolcano,Indonesia,Indonesia,Sulawesi,holocene,1977 CE,1.352,124.865,18618.0,111852.0,878193.0,1503109.0,1299,4262
691,Maipo,Caldera,Chile,South America,Central Chile and Argentina,holocene,1912 CE,-34.164,-69.832,3916.0,3916.0,8221.0,1684481.0,5323,17464
692,Makaturing,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,1882 CE,7.644,124.317,1501.0,9752.0,418007.0,6142586.0,1818,5965
693,Makian,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,1988 CE,0.32,127.4,4986.0,8466.0,21360.0,441768.0,1357,4452
695,"Malinche, La",Stratovolcano,Mexico,México and Central America,Mexico,holocene,1170 BCE,19.231,-98.032,46.0,2769.0,2324232.0,8225539.0,4461,14636
696,Malindang,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,Unknown - Evidence Credible,8.22,123.63,317.0,13659.0,731423.0,4044299.0,2404,7887
697,Malindig,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Evidence Credible,13.24,122.018,8066.0,21486.0,217286.0,2639049.0,1157,3796
698,Malintang,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,Unknown - Evidence Credible,0.47,99.67,56.0,535.0,169047.0,1602138.0,1983,6506
699,Mallahle,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Uncertain,13.27,41.65,912.0,1454.0,3830.0,30930.0,1875,6152
700,Maly Semyachik,Caldera,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1952 CE,54.135,159.674,98.0,98.0,497.0,10182.0,1527,5010
701,Mammoth Mountain,Lava dome,United States,Canada and Western USA,USA (California),holocene,1260 CE,37.631,-119.032,2220.0,6242.0,7745.0,77851.0,3369,11053
702,Managlase Plateau,Volcanic field,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,Unknown - Evidence Credible,-9.08,148.33,5732.0,5732.0,14700.0,145917.0,1342,4403
703,Manam,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,2022 CE,-4.08,145.037,1106.0,2553.0,24364.0,180402.0,1807,5928
704,Manda Gargori,Fissure vent,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,11.75,41.48,284.0,1127.0,74334.0,310427.0,700,2297
705,Manda Hararo,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,2009 CE,12.17,40.82,191.0,857.0,7455.0,419204.0,600,1969
706,Manda-Inakir,Fissure vent,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,1928 CE,12.38,42.2,116.0,1130.0,15991.0,223924.0,600,1969
707,Mandalagan,Complex,Philippines,Philippines and SE Asia,Central Philippines,holocene,Unknown - Unrest / Holocene,10.65,123.25,563.0,6491.0,765974.0,9390672.0,1885,6184
709,Manzaz Volcanic Field,Pyroclastic cone,Algeria,Africa and Red Sea,Africa (northern),holocene,Unknown - Evidence Credible,23.92,5.83,1196.0,1196.0,1326.0,5278.0,1672,5486
710,Marapi,Complex,Indonesia,Indonesia,Sumatra,holocene,2018 CE,-0.38,100.474,706.0,57453.0,818039.0,4059773.0,2885,9465
711,Marchena,Shield,Ecuador,South America,Galapagos Islands,holocene,1991 CE,0.33,-90.47,785.0,785.0,785.0,3001.0,343,1125
712,Mare,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,Unknown - Evidence Credible,0.57,127.4,889.0,20821.0,300717.0,498716.0,308,1010
713,"Marha, Jabal el-",Tuff cone,Yemen,Middle East and Indian Ocean,Middle East (southern),holocene,Unknown - Evidence Uncertain,15.245,44.236,7617.0,215379.0,2502680.0,6484784.0,2506,8222
715,"Marinaqui, Laguna",Pyroclastic cone,Chile,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,-38.255,-71.167,95.0,314.0,4640.0,85612.0,2108,6916
717,Mariveles,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,2050 BCE,14.527,120.482,903.0,48079.0,455154.0,25981912.0,1388,4554
718,Markagunt Plateau,Volcanic field,United States,Canada and Western USA,USA (Utah),holocene,1050 CE,37.58,-112.67,970.0,970.0,1887.0,186184.0,2840,9318
719,"Marra, Jebel",Volcanic field,Sudan,Africa and Red Sea,Africa (northern),holocene,2000 BCE,12.95,24.27,638.0,8692.0,120061.0,983802.0,3042,9980
720,Marsabit,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Uncertain,2.32,37.97,16804.0,22677.0,49742.0,111322.0,1707,5600
724,Masaraga,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Evidence Credible,13.32,123.6,14744.0,141095.0,1390760.0,4193903.0,1328,4357
725,Masaya,Caldera,Nicaragua,México and Central America,Nicaragua,holocene,2022 CE,11.985,-86.165,989888.0,989888.0,1914707.0,2926954.0,594,1949
726,Mascota Volcanic Field,Pyroclastic cone,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,20.567,-104.817,16293.0,16293.0,31760.0,1083467.0,2525,8284
727,Mashu,Caldera,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1080 CE,43.572,144.561,9794.0,9794.0,25627.0,632919.0,857,2812
728,Mat Ala,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,13.106,41.161,45.0,92.0,6756.0,83190.0,493,1617
729,Matthew Island,Stratovolcano,France,Melanesia and Australia,Pacific Ocean (southwestern),holocene,1956 CE,-22.33,171.32,1.0,1.0,1.0,1.0,177,581
730,Matutum,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,1290 CE,6.37,125.07,855.0,10431.0,822372.0,5316209.0,2286,7500
732,"Maule, Laguna del",Caldera,Chile,South America,Central Chile and Argentina,holocene,50 BCE,-36.058,-70.492,1045.0,1045.0,1521.0,169334.0,2162,7093
733,Mauna Kea,Shield,United States,Hawaii and Pacific Ocean,Hawaiian Islands,holocene,2460 BCE,19.82,-155.47,126.0,126.0,9950.0,166888.0,4205,13796
734,Mauna Loa,Shield,United States,Hawaii and Pacific Ocean,Hawaiian Islands,holocene,1984 CE,19.475,-155.608,45.0,45.0,1906.0,175315.0,4170,13681
735,Mayon,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,2019 CE,13.257,123.685,4350.0,248448.0,1166441.0,4142375.0,2462,8077
736,Mayor Island,Shield,New Zealand,New Zealand to Fiji,New Zealand,holocene,5060 BCE,-37.28,176.25,105.0,105.0,141.0,355290.0,355,1165
739,Meager,Complex,Canada,Canada and Western USA,Canada,holocene,410 BCE,50.63,-123.5,1.0,111.0,307.0,17662.0,2680,8793
742,Megata,Maar,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2050 BCE,39.95,139.73,1854.0,3577.0,81218.0,1205440.0,291,955
743,Mehetia,Stratovolcano,France,Hawaii and Pacific Ocean,Pacific Ocean (central),holocene,Unknown - Evidence Credible,-17.874,-148.068,114.0,114.0,114.0,114.0,389,1276
744,Meidob Volcanic Field,Pyroclastic cone,Sudan,Africa and Red Sea,Africa (northern),holocene,2950 BCE,15.32,26.47,5140.0,5140.0,5140.0,24193.0,2000,6562
748,Menengai,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,6050 BCE,-0.2,36.07,2192.0,204608.0,886293.0,4259089.0,2278,7474
750,Merapi,Stratovolcano,Indonesia,Indonesia,Java,holocene,2022 CE,-7.54,110.446,49205.0,185849.0,4348473.0,24728414.0,2910,9547
751,Merbabu,Stratovolcano,Indonesia,Indonesia,Java,holocene,1797 CE,-7.454,110.44,19996.0,249747.0,3019783.0,25096234.0,3118,10230
752,Mere Lava,Stratovolcano,Vanuatu,Melanesia and Australia,Vanuatu,holocene,Unknown - Evidence Credible,-14.45,168.05,72.0,73.0,73.0,18522.0,1028,3373
754,Methana,Lava dome,Greece,Mediterranean and Western Asia,Greece,holocene,258 BCE,37.615,23.336,152.0,1683.0,48917.0,4220783.0,760,2493
757,Michoacan-Guanajuato,Pyroclastic cone,Mexico,México and Central America,Mexico,holocene,1952 CE,19.85,-101.75,5783287.0,5783287.0,5783287.0,5783287.0,3860,12664
758,Midagahara,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1839 CE,36.571,137.59,401.0,521.0,143935.0,4455560.0,2621,8599
759,Mikurajima,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,4100 BCE,33.874,139.602,293.0,293.0,4551.0,25466.0,851,2792
760,Milbanke Sound Group,Pyroclastic cone,Canada,Canada and Western USA,Canada,holocene,Unknown - Evidence Credible,52.5,-128.73,574.0,574.0,574.0,2792.0,335,1099
761,Milna,Stratovolcano,Russia,Kuril Islands,Kuril Islands,holocene,1914 CE,46.815,151.786,43.0,47.0,49.0,188.0,1504,4934
762,Milos,Stratovolcano,Greece,Mediterranean and Western Asia,Greece,holocene,140 CE,36.699,24.439,6688.0,7389.0,9851.0,73100.0,751,2464
764,Miniques,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,-23.82,-67.77,3.0,39.0,505.0,5618.0,5910,19390
765,Miravalles,Stratovolcano,Costa Rica,México and Central America,Costa Rica,holocene,1946 CE,10.748,-85.153,79.0,7492.0,61875.0,757945.0,2028,6654
766,"Misti, El",Stratovolcano,Peru,South America,Peru,holocene,1985 CE,-16.294,-71.409,82.0,1507.0,918280.0,1052408.0,5822,19101
767,Miyakejima,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2010 CE,34.094,139.526,1848.0,3189.0,3474.0,95663.0,775,2543
768,Mocho-Choshuenco,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1937 CE,-39.927,-72.027,81.0,789.0,16633.0,401631.0,2422,7946
771,Mojanda,Stratovolcano,Ecuador,South America,Ecuador,holocene,Unknown - Evidence Uncertain,0.13,-78.27,173.0,15510.0,480382.0,3071030.0,4263,13986
773,Mombacho,Stratovolcano,Nicaragua,México and Central America,Nicaragua,holocene,Unknown - Unrest / Holocene,11.826,-85.968,656.0,56671.0,621451.0,2709304.0,1344,4409
774,Momotombo,Stratovolcano,Nicaragua,México and Central America,Nicaragua,holocene,2016 CE,12.423,-86.539,100.0,1851.0,98583.0,3569021.0,1270,4167
776,Mono Lake Volcanic Field,Pyroclastic cone,United States,Canada and Western USA,USA (California),holocene,1790 CE,38.0,-119.03,1066.0,1066.0,1491.0,65028.0,2121,6959
777,Mono-Inyo Craters,Lava dome,United States,Canada and Western USA,USA (California),holocene,1380 CE,37.804,-119.029,558.0,7393.0,9048.0,82160.0,2796,9173
781,Moti,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,Unknown - Evidence Credible,0.454,127.411,3190.0,5051.0,89568.0,462393.0,927,3041
782,Motlav,Stratovolcano,Vanuatu,Melanesia and Australia,Vanuatu,holocene,Unknown - Evidence Credible,-13.67,167.67,251.0,292.0,3768.0,7490.0,411,1348
785,Mousa Alli,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,12.469,42.404,132.0,1148.0,11607.0,201977.0,1993,6539
786,Moyorodake [Medvezhia],Stratovolcano,Japan,Kuril Islands,Kuril Islands,holocene,1999 CE,45.389,148.838,11.0,42.0,600.0,4333.0,1124,3688
787,Moyuta,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,14.03,-90.1,3457.0,15469.0,394687.0,7064437.0,1662,5453
788,Muhavura,Stratovolcano,Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Credible,-1.383,29.678,10680.0,197162.0,1189226.0,10833809.0,4103,13461
789,Mundua,Complex,Papua New Guinea,Melanesia and Australia,New Britain,holocene,Unknown - Evidence Credible,-4.624,149.339,489.0,501.0,6406.0,9419.0,171,561
790,Muria,Stratovolcano,Indonesia,Indonesia,Java,holocene,160 BCE,-6.62,110.88,212.0,7653.0,1587867.0,13061031.0,1625,5331
791,Musuan,Lava dome,Philippines,Philippines and SE Asia,Mindanao,holocene,Unknown - Evidence Uncertain,7.877,125.068,67591.0,134114.0,517243.0,6198562.0,646,2119
794,Myokosan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,750 BCE,36.891,138.114,1563.0,11033.0,561142.0,4118863.0,2454,8051
795,NE Shepherd Islands,Stratovolcano,Vanuatu,Melanesia and Australia,Vanuatu,holocene,Unknown - Evidence Uncertain,-16.992,168.592,1101.0,1972.0,6407.0,69711.0,216,709
798,Nabro,Stratovolcano,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,2012 CE,13.37,41.7,24.0,145.0,2713.0,26881.0,2218,7277
799,Nabukelevu,Lava dome,Fiji,New Zealand to Fiji,Fiji Islands,holocene,1660 CE,-19.12,177.98,269.0,1379.0,4523.0,21730.0,805,2641
800,Nakanoshima,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,1914 CE,29.859,129.857,137.0,170.0,364.0,14037.0,979,3212
801,Namarunu,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,6550 BCE,1.98,36.43,47.0,537.0,7073.0,186674.0,817,2680
802,Nantaisan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,9540 BCE,36.765,139.491,781.0,12768.0,128931.0,11079746.0,2486,8156
803,Naolinco Volcanic Field,Pyroclastic cone,Mexico,México and Central America,Mexico,holocene,1200 BCE,19.67,-96.75,108824.0,108824.0,739767.0,4184323.0,2000,6562
805,Naruko,Caldera,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,837 CE,38.729,140.734,54771.0,54771.0,210262.0,4417058.0,470,1542
806,Nasudake,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1963 CE,37.125,139.963,639.0,5802.0,298717.0,5725203.0,1915,6283
807,Natib,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Evidence Uncertain,14.72,120.4,450.0,4977.0,1050509.0,25524080.0,1253,4111
808,Nazko,Pyroclastic cone,Canada,Canada and Western USA,Canada,holocene,5220 BCE,52.928,-123.732,4.0,8.0,674.0,25892.0,1238,4062
809,"Negra, Sierra",Shield,Ecuador,South America,Galapagos Islands,holocene,2018 CE,-0.83,-91.17,408.0,408.0,983.0,9884.0,1124,3688
810,"Negrillar, La",Pyroclastic cone,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,-24.319,-68.59,19.0,104.0,791.0,9301.0,4220,13845
811,"Negro, Cerro",Pyroclastic cone,Nicaragua,México and Central America,Nicaragua,holocene,1999 CE,12.506,-86.702,1690.0,10243.0,296320.0,3540933.0,728,2388
812,Nejapa-Miraflores,Fissure vent,Nicaragua,México and Central America,Nicaragua,holocene,1060 CE,12.12,-86.32,295906.0,870837.0,1610426.0,3062823.0,360,1181
813,Nemo Peak,Caldera,Russia,Kuril Islands,Kuril Islands,holocene,1938 CE,49.57,154.808,15.0,15.0,46.0,582.0,1018,3340
814,Nemrut Dagi,Stratovolcano,Turkey,Mediterranean and Western Asia,Turkey,holocene,1650 CE,38.654,42.229,608.0,7399.0,230531.0,1618263.0,2948,9672
815,"Nevada, Sierra",Complex,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,-26.48,-68.58,27.0,27.0,232.0,7638.0,6173,20253
816,Nevis Peak,Stratovolcano,Saint Kitts and Nevis,West Indies,West Indies,holocene,Unknown - Evidence Uncertain,17.15,-62.58,5363.0,9541.0,35673.0,132863.0,985,3232
818,Newer Volcanics Province,Shield,Australia,Melanesia and Australia,Australia,holocene,2900 BCE,-37.77,142.5,610361.0,610361.0,610361.0,610361.0,1011,3317
819,Ngozi,Caldera,Tanzania,Africa and Red Sea,Africa (eastern),holocene,1450 CE,-8.989,33.554,456466.0,456466.0,604376.0,2195623.0,2614,8576
820,"Nicholson, Cerro",Pyroclastic cone,Peru,South America,Peru,holocene,Unknown - Evidence Credible,-16.261,-71.754,223.0,824.0,815351.0,1074503.0,2525,8284
822,Niigata-Yakeyama,Lava dome,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1998 CE,36.921,138.036,73.0,610.0,226866.0,3920252.0,2400,7874
823,Niijima,Lava dome,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,886 CE,34.397,139.27,3060.0,3349.0,6139.0,1347661.0,432,1417
825,Nikko-Shiranesan,Shield,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1952 CE,36.799,139.376,513.0,2502.0,79844.0,9303980.0,2578,8458
826,Nila,Stratovolcano,Indonesia,Indonesia,Banda Sea,holocene,1968 CE,-6.73,129.5,200.0,200.0,200.0,1382.0,781,2562
827,Niseko,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,4900 BCE,42.875,140.659,778.0,9981.0,75171.0,2967982.0,1308,4291
829,Nisyros,Stratovolcano,Greece,Mediterranean and Western Asia,Greece,holocene,1888 CE,36.586,27.16,672.0,680.0,14285.0,461031.0,698,2290
830,Niuafo'ou,Shield,Tonga,New Zealand to Fiji,Tonga Islands,holocene,1985 CE,-15.6,-175.63,118.0,155.0,155.0,155.0,260,853
832,Norikuradake,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,50 BCE,36.106,137.554,250.0,1616.0,109638.0,5057979.0,3026,9928
834,North Island,Tuff cone,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,4.059,36.049,21.0,21.0,7326.0,180900.0,490,1608
835,North Vate,Stratovolcano,Vanuatu,Melanesia and Australia,Vanuatu,holocene,Unknown - Evidence Credible,-17.47,168.353,3327.0,6497.0,26614.0,61663.0,594,1949
841,Nosy-Be,Pyroclastic cone,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),holocene,Unknown - Evidence Credible,-13.32,48.48,14015.0,14015.0,61656.0,396548.0,214,702
843,Numazawa,Shield,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,3400 BCE,37.444,139.566,990.0,4082.0,110303.0,4383246.0,835,2740
844,Nyambeni Hills,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,0.23,37.87,13389.0,107199.0,768936.0,2781323.0,750,2461
845,Nyamulagira,Shield,DR Congo,Africa and Red Sea,Africa (central),holocene,2022 CE,-1.408,29.2,3751.0,27027.0,711356.0,8333476.0,3058,10033
846,Nyiragongo,Stratovolcano,DR Congo,Africa and Red Sea,Africa (central),holocene,2022 CE,-1.52,29.25,2416.0,31145.0,1006436.0,9087529.0,3470,11385
848,O'a Caldera,Caldera,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,7.47,38.58,148588.0,148588.0,477361.0,8808566.0,2075,6808
851,Ofu-Olosega,Shield,United States,New Zealand to Fiji,Samoan and Wallis Islands,holocene,1866 CE,-14.175,-169.618,220.0,384.0,1387.0,1387.0,639,2096
853,Okataina,Lava dome,New Zealand,New Zealand to Fiji,New Zealand,holocene,1981 CE,-38.12,176.5,18.0,579.0,79591.0,362413.0,1111,3645
854,Oki-Dogo,Shield,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,Unknown - Evidence Credible,36.176,133.334,6391.0,12388.0,22076.0,691492.0,151,495
856,Oku Volcanic Field,Stratovolcano,Cameroon,Africa and Red Sea,Africa (western),holocene,Unknown - Evidence Uncertain,6.25,10.5,131944.0,131944.0,399741.0,3698980.0,3011,9879
857,Ol Kokwe,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,0.62,36.075,151.0,8229.0,115689.0,2700016.0,1130,3707
858,Olca-Paruma,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Eruption Observed,-20.939,-68.413,20.0,225.0,2318.0,16180.0,5705,18717
859,Olkaria,Pyroclastic cone,Kenya,Africa and Red Sea,Africa (eastern),holocene,1770 CE,-0.904,36.292,59747.0,59747.0,208003.0,8437829.0,2434,7986
860,Olkoviy Volcanic Group,Volcanic field,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,Unknown - Evidence Credible,52.02,157.53,34.0,34.0,46.0,3780.0,681,2234
861,Olot Volcanic Field,Pyroclastic cone,Spain,Mediterranean and Western Asia,Western Europe,holocene,Unknown - Evidence Credible,42.17,2.53,33377.0,33377.0,101153.0,5238117.0,893,2930
862,Omanago Group,Lava dome,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,3050 BCE,36.795,139.507,698.0,16316.0,113236.0,10276159.0,2341,7680
863,Ontakesan,Complex,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2014 CE,35.893,137.48,176.0,2098.0,86634.0,8307889.0,3067,10062
864,Opala,Caldera,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1776 CE,52.543,157.339,22.0,22.0,50.0,58949.0,2439,8002
866,"Orizaba, Pico de",Stratovolcano,Mexico,México and Central America,Mexico,holocene,1846 CE,19.03,-97.27,413.0,4469.0,759747.0,5962920.0,5564,18255
867,Orosi,Stratovolcano,Costa Rica,México and Central America,Costa Rica,holocene,Unknown - Evidence Uncertain,10.98,-85.473,43.0,1024.0,31463.0,588207.0,1659,5443
868,Oshima-Oshima,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1790 CE,41.51,139.367,6.0,6.0,6.0,88023.0,732,2402
869,Osorezan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1787 CE,41.279,141.12,11577.0,42590.0,80028.0,1714622.0,878,2881
870,Osorno,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,1869 CE,-41.105,-72.496,88.0,674.0,11964.0,655492.0,2659,8724
872,Pacaya,Complex,Guatemala,México and Central America,Guatemala,holocene,2021 CE,14.382,-90.601,4250.0,53579.0,2454482.0,7033094.0,2569,8428
874,Paka,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,7550 BCE,0.92,36.18,468.0,4354.0,62835.0,1256175.0,1697,5568
875,Pali-Aike Volcanic Field,Pyroclastic cone,Chile,South America,Southern Chile and Argentina,holocene,5550 BCE,-52.082,-69.698,288.0,288.0,651.0,95765.0,282,925
877,Palomo,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,-34.608,-70.295,162.0,325.0,4732.0,965894.0,4860,15945
878,Paluweh,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2013 CE,-8.32,121.708,446.0,446.0,5284.0,548803.0,875,2871
879,Pampa Luxsar,Volcanic field,Bolivia,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,-20.85,-68.2,419.0,419.0,1391.0,16459.0,5543,18186
880,Panarea,Stratovolcano,Italy,Mediterranean and Western Asia,Italy,holocene,Unknown - Evidence Uncertain,38.638,15.064,2127.0,2127.0,42429.0,1319585.0,399,1309
881,Pantelleria,Shield,Italy,Mediterranean and Western Asia,Italy,holocene,1891 CE,36.77,12.02,6561.0,10985.0,12403.0,142817.0,836,2743
882,Papandayan,Stratovolcano,Indonesia,Indonesia,Java,holocene,2002 CE,-7.32,107.73,6835.0,163468.0,1637971.0,19312972.0,2665,8743
883,Papayo,Lava dome,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,19.308,-98.7,377.0,2081.0,2207308.0,28677002.0,3600,11811
884,Parinacota,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,290 CE,-18.166,-69.142,18.0,123.0,3442.0,63717.0,6336,20787
885,Parker,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,1641 CE,6.113,124.892,331.0,2963.0,484481.0,3532683.0,1824,5984
886,Patah,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,Unknown - Unrest / Holocene,-4.257,103.306,47.0,214.0,64024.0,1302916.0,2836,9304
887,Patoc,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Unrest / Holocene,17.147,120.98,3621.0,24203.0,89470.0,5187827.0,1865,6119
888,Patuha,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Credible,-7.162,107.4,12576.0,76063.0,1516827.0,23632738.0,2422,7946
894,Pelee,Stratovolcano,France,West Indies,West Indies,holocene,1932 CE,14.809,-61.165,251.0,5025.0,382633.0,609576.0,1394,4573
895,Penanggungan,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Credible,-7.616,112.62,19435.0,416275.0,4605710.0,25773159.0,1631,5351
897,Perbakti-Gagak,Stratovolcano,Indonesia,Indonesia,Java,holocene,1939 CE,-6.75,106.675,1490.0,28784.0,2333456.0,36630568.0,1726,5663
898,Peuet Sague,Complex,Indonesia,Indonesia,Sumatra,holocene,2000 CE,4.903,96.289,53.0,144.0,16227.0,1862448.0,2785,9137
899,Pico,Stratovolcano,Portugal,Atlantic Ocean,Azores,holocene,1720 CE,38.47,-28.4,304.0,5944.0,31521.0,56736.0,2351,7713
901,Picos Fissural Volcanic System,Pyroclastic cone,Portugal,Atlantic Ocean,Azores,holocene,1652 CE,37.78,-25.67,115732.0,115732.0,123990.0,139730.0,350,1148
903,"Pilas, Las",Complex,Nicaragua,México and Central America,Nicaragua,holocene,1954 CE,12.495,-86.688,182.0,8324.0,299481.0,3351820.0,1088,3570
904,Pinacate,Pyroclastic cone,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,31.85,-113.5,92.0,92.0,408.0,62753.0,1183,3881
905,Pinatubo,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,1993 CE,15.13,120.35,725.0,3808.0,1148684.0,21875048.0,1486,4875
906,Pinta,Shield,Ecuador,South America,Galapagos Islands,holocene,1928 CE,0.58,-90.75,427.0,427.0,427.0,1626.0,780,2559
907,Planchon-Peteroa,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,2019 CE,-35.223,-70.568,6.0,48.0,1345.0,634959.0,3977,13048
908,"Plat Pays, Morne",Stratovolcano,Dominica,West Indies,West Indies,holocene,1270 CE,15.255,-61.341,11227.0,38372.0,57856.0,557207.0,940,3084
909,Platanar,Stratovolcano,Costa Rica,México and Central America,Costa Rica,holocene,Unknown - Evidence Credible,10.3,-84.366,620.0,40382.0,339271.0,3381523.0,2267,7438
912,Poas,Stratovolcano,Costa Rica,México and Central America,Costa Rica,holocene,2019 CE,10.2,-84.233,1947.0,11107.0,950796.0,3411023.0,2697,8848
913,Pocdol Mountains,Compound,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Unrest / Holocene,13.05,123.958,2281.0,116612.0,808931.0,3440360.0,1102,3615
914,Popa,Stratovolcano,Burma (Myanmar),Philippines and SE Asia,Southeast Asia,holocene,6050 BCE,20.92,95.25,1108.0,22922.0,452931.0,5923206.0,1518,4980
