,Volcano_Name,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km,Summit,Elevation
454,Homa Mountain,Complex,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,-0.38,34.5,16124.0,60670.0,628701.0,10069120.0,1751,5745
456,Honggeertu,Pyroclastic cone,China,Kamchatka and Mainland Asia,China (eastern),holocene,Unknown - Evidence Uncertain,41.59,113.111,46721.0,46721.0,112975.0,1830539.0,1605,5266
459,Hornopiren,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,340 CE,-41.874,-72.431,10.0,116.0,5345.0,332598.0,1572,5157
460,Hromundartindur,Stratovolcano,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),holocene,Unknown - Evidence Uncertain,64.083,-21.333,5738.0,5738.0,26028.0,201964.0,550,1804
461,Hualalai,Shield,United States,Hawaii and Pacific Ocean,Hawaiian Islands,holocene,1801 CE,19.692,-155.87,35906.0,35906.0,46959.0,166240.0,2523,8278
462,Huambo,Volcanic field,Peru,South America,Peru,holocene,700 BCE,-15.78,-72.08,301.0,1157.0,7271.0,1028814.0,4554,14941
463,Huanquihue Group,Stratovolcano,Argentina,South America,Central Chile and Argentina,holocene,1750 CE,-39.887,-71.58,22.0,108.0,3515.0,190322.0,2189,7182
464,Huaynaputina,Stratovolcano,Peru,South America,Peru,holocene,1600 CE,-16.608,-70.85,36.0,210.0,9153.0,1088509.0,4850,15912
468,"Huila, Nevado del",Stratovolcano,Colombia,South America,Colombia,holocene,2012 CE,2.93,-76.03,659.0,3501.0,56737.0,4742651.0,5364,17598
469,Hulubelu,Caldera,Indonesia,Indonesia,Sumatra,holocene,Unknown - Unrest / Holocene,-5.334,104.59,56894.0,56894.0,99405.0,4261988.0,849,2785
470,Hululais,Compound,Indonesia,Indonesia,Sumatra,holocene,Unknown - Unrest / Holocene,-3.247,102.239,9.0,21.0,45038.0,1566370.0,2122,6962
471,"Humeros, Los",Caldera,Mexico,México and Central America,Mexico,holocene,4470 BCE,19.68,-97.45,7461.0,27331.0,566898.0,5710131.0,3150,10335
472,Hunga Tonga-Hunga Ha'apai,Submarine,Tonga,New Zealand to Fiji,Tonga Islands,holocene,2022 CE,-20.536,-175.382,230.0,230.0,532.0,86213.0,114,374
474,Hydrographers Range,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,Unknown - Evidence Credible,-9.0,148.37,585.0,1428.0,38537.0,136167.0,1915,6283
475,Iamalele,Lava dome,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,Unknown - Evidence Credible,-9.52,150.53,382.0,766.0,8026.0,113875.0,200,656
476,Ibu,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,2022 CE,1.488,127.63,1560.0,14549.0,64581.0,637988.0,1325,4347
478,Igwisi Hills,Pyroclastic cone,Tanzania,Africa and Red Sea,Africa (eastern),holocene,10450 BCE,-4.889,31.933,37034.0,37034.0,105827.0,774440.0,1146,3760
479,Ijen,Stratovolcano,Indonesia,Indonesia,Java,holocene,1999 CE,-8.058,114.242,1098.0,5504.0,664199.0,6846855.0,2769,9085
481,Iliboleng,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,1993 CE,-8.342,123.258,30359.0,87503.0,260688.0,757701.0,1659,5443
483,Ililabalekan,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,Unknown - Unrest / Holocene,-8.55,123.38,7747.0,14260.0,123287.0,756090.0,1018,3340
484,Ilimuda,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,Unknown - Unrest / Holocene,-8.479,122.761,32343.0,72197.0,263803.0,903546.0,881,2890
485,Iliwerung,Complex,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2021 CE,-8.532,123.573,968.0,4318.0,79569.0,665081.0,583,1913
486,Illiniza,Stratovolcano,Ecuador,South America,Ecuador,holocene,Unknown - Evidence Credible,-0.663,-78.715,535.0,6034.0,158371.0,3941221.0,5162,16936
487,Ilopango,Caldera,El Salvador,México and Central America,El Salvador and Honduras,holocene,1880 CE,13.672,-89.053,2049583.0,2049583.0,2948989.0,6689160.0,450,1476
488,Imbabura,Compound,Ecuador,South America,Ecuador,holocene,5550 BCE,0.258,-78.183,538.0,96294.0,477043.0,3245887.0,4609,15121
490,"Incahuasi, Nevado de",Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,-27.033,-68.296,1.0,11.0,534.0,12195.0,6638,21778
491,Indian Heaven,Shield,United States,Canada and Western USA,USA (Washington),holocene,6250 BCE,45.93,-121.82,687.0,687.0,6911.0,2019828.0,1806,5925
492,Infiernillo,Volcanic field,Argentina,South America,Central Chile and Argentina,holocene,6890 BCE,-35.123,-69.9,270.0,270.0,1374.0,40368.0,3007,9865
494,Inielika,Complex,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2001 CE,-8.73,120.98,4601.0,27281.0,162299.0,818815.0,1559,5115
495,Inierie,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,8050 BCE,-8.875,120.95,1073.0,7501.0,101938.0,809293.0,2245,7365
497,Ioto,Caldera,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2012 CE,24.751,141.289,1179.0,1179.0,1189.0,1370.0,169,554
498,Ipala,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,14.55,-89.63,3381.0,25003.0,332154.0,6136659.0,1650,5413
499,Iraya,Stratovolcano,Philippines,Philippines and SE Asia,North of Luzon,holocene,1454 CE,20.469,122.01,3087.0,4118.0,8255.0,12873.0,1009,3310
500,Irazu,Stratovolcano,Costa Rica,México and Central America,Costa Rica,holocene,1994 CE,9.979,-83.852,1978.0,25442.0,1667528.0,3432860.0,3432,11260
501,Iriga,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Evidence Credible,13.458,123.451,3712.0,142254.0,1159509.0,4399866.0,1138,3734
502,Irruputuncu,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,1995 CE,-20.73,-68.55,68.0,239.0,2852.0,16017.0,5163,16939
504,Isarog,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,3500 BCE,13.658,123.38,146.0,27806.0,1208269.0,4291363.0,1966,6450
505,Ischia,Complex,Italy,Mediterranean and Western Asia,Italy,holocene,1302 CE,40.73,13.897,18669.0,20210.0,383661.0,5729354.0,789,2589
507,Isluga,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,1913 CE,-19.15,-68.83,1.0,703.0,5961.0,32205.0,5550,18209
508,Itasy Volcanic Field,Pyroclastic cone,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),holocene,6050 BCE,-19.033,46.7,129121.0,129121.0,249291.0,4168513.0,1800,5906
509,"Ithnayn, Harrat",Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,Unknown - Evidence Credible,26.58,40.2,3112.0,3112.0,3112.0,19734.0,1625,5331
510,Ivao Group,Pyroclastic cone,Russia,Kuril Islands,Kuril Islands,holocene,Unknown - Evidence Credible,45.77,149.68,1.0,10.0,37.0,959.0,1426,4678
511,Iwakisan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1863 CE,40.656,140.303,918.0,13229.0,465065.0,1617801.0,1625,5331
512,Iwatesan,Complex,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1919 CE,39.853,141.001,439.0,18462.0,415920.0,2976795.0,2038,6686
513,Ixtepeque,Lava dome,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,14.42,-89.68,131906.0,131906.0,374232.0,8263727.0,1292,4239
514,Iya,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,1969 CE,-8.891,121.641,10837.0,46835.0,62974.0,535387.0,618,2028
515,Iyang-Argapura,Complex,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Credible,-7.97,113.57,372.0,11959.0,1601344.0,10538031.0,3088,10131
516,Izalco,Stratovolcano,El Salvador,México and Central America,El Salvador and Honduras,holocene,1966 CE,13.813,-89.633,937.0,55665.0,1272308.0,6415818.0,1950,6398
517,Iztaccihuatl,Stratovolcano,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,19.179,-98.642,98.0,1343.0,1036172.0,27276280.0,5230,17159
518,Izu-Oshima,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1990 CE,34.724,139.394,2381.0,8037.0,8375.0,11837468.0,746,2448
519,Izu-Tobu,Pyroclastic cone,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1989 CE,34.9,139.098,5886.0,61727.0,447660.0,17928355.0,1406,4613
520,Izu-Torishima,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2002 CE,30.484,140.303,21.0,21.0,21.0,21.0,394,1293
522,Jailolo,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,Unknown - Evidence Credible,1.08,127.439,7459.0,21868.0,79855.0,633186.0,993,3258
524,Jaraguay Volcanic Field,Pyroclastic cone,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,29.33,-114.5,1933.0,1933.0,3141.0,21934.0,960,3150
525,Jatun Mundo Quri Warani,Lava dome,Bolivia,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,-19.78,-66.48,73.0,341.0,6186.0,314777.0,5438,17841
526,"Jayu Khota, Laguna",Maar,Bolivia,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,-19.463,-67.432,176.0,856.0,6757.0,70825.0,3650,11975
528,Jingbo,Volcanic field,China,Kamchatka and Mainland Asia,China (eastern),holocene,520 BCE,44.08,128.83,35038.0,35038.0,149132.0,2372857.0,1000,3281
529,Jocotitlan,Stratovolcano,Mexico,México and Central America,Mexico,holocene,1270 CE,19.73,-99.758,7220.0,84108.0,630469.0,24986674.0,3900,12795
532,Jumaytepeque,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Uncertain,14.34,-90.271,11369.0,79805.0,429177.0,7084813.0,1802,5912
533,Kaba,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,2000 CE,-3.522,102.615,278.0,15352.0,333750.0,2608259.0,1940,6365
538,Kaikohe-Bay of Islands,Volcanic field,New Zealand,New Zealand to Fiji,New Zealand,holocene,400 CE,-35.3,173.9,13786.0,13786.0,18679.0,133899.0,388,1273
540,Kalatungan,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,Unknown - Evidence Uncertain,7.95,124.8,418.0,27005.0,359527.0,5273061.0,2824,9265
546,Kanlaon,Stratovolcano,Philippines,Philippines and SE Asia,Central Philippines,holocene,2017 CE,10.412,123.132,1662.0,40276.0,923257.0,9345000.0,2435,7989
547,Kao,Stratovolcano,Tonga,New Zealand to Fiji,Tonga Islands,holocene,1847 CE,-19.668,-175.016,236.0,1170.0,1563.0,8602.0,1009,3310
548,Karaca Dag,Shield,Turkey,Mediterranean and Western Asia,Turkey,holocene,Unknown - Evidence Credible,37.67,39.83,2157.0,6718.0,93286.0,2344496.0,1957,6421
549,Karang,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Uncertain,-6.268,106.05,1006.0,73942.0,1753655.0,23398992.0,1768,5801
550,Karangetang,Stratovolcano,Indonesia,Indonesia,Sangihe Islands,holocene,2022 CE,2.781,125.407,892.0,4478.0,11066.0,65667.0,1797,5896
551,Karapinar Field,Pyroclastic cone,Turkey,Mediterranean and Western Asia,Turkey,holocene,Unknown - Evidence Credible,37.667,33.6,46013.0,46013.0,73698.0,1220961.0,1302,4272
552,Karisimbi,Stratovolcano,DR Congo,Africa and Red Sea,Africa (central),holocene,8050 BCE,-1.506,29.45,9657.0,85615.0,1198124.0,10835260.0,4490,14731
553,Karkar,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,2014 CE,-4.649,145.964,5.0,4159.0,20127.0,189841.0,1839,6033
555,Karthala,Shield,Comoros,Middle East and Indian Ocean,Indian Ocean (western),holocene,2007 CE,-11.75,43.38,225379.0,225379.0,278330.0,399067.0,2361,7746
562,Katunga,Tuff cone,Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Credible,-0.471,30.191,9430.0,144953.0,657740.0,5787434.0,1707,5600
563,Katwe-Kikorongo,Tuff cone,Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Credible,-0.08,29.92,446218.0,446218.0,578503.0,6241035.0,1067,3501
564,Kavachi,Submarine,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,holocene,2021 CE,-8.991,157.979,6.0,6.0,802.0,50014.0,-20,-66
565,Kawi-Butak,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Credible,-7.92,112.45,507.0,127978.0,2927446.0,24141573.0,2651,8698
567,Kelimutu,Complex,Indonesia,Indonesia,Lesser Sunda Islands,holocene,1968 CE,-8.77,121.82,746.0,9896.0,118605.0,606946.0,1639,5377
568,Kelud,Stratovolcano,Indonesia,Indonesia,Java,holocene,2014 CE,-7.935,112.314,279.0,50901.0,2087876.0,24999627.0,1730,5676
569,Keluo Group,Pyroclastic cone,China,Kamchatka and Mainland Asia,China (eastern),holocene,Unknown - Evidence Credible,49.37,125.92,20323.0,20323.0,72863.0,994984.0,670,2198
570,Kendang,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Credible,-7.245,107.709,7758.0,89790.0,2601697.0,21174023.0,2594,8510
572,Kerinci,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,2021 CE,-1.697,101.264,304.0,33878.0,264107.0,1437454.0,3800,12467
573,Ketoi,Stratovolcano,Russia,Kuril Islands,Kuril Islands,holocene,1960 CE,47.35,152.475,1.0,10.0,11.0,90.0,1172,3845
575,Khanuy Gol,Volcanic field,Mongolia,Kamchatka and Mainland Asia,Mongolia,holocene,Unknown - Evidence Credible,48.67,102.75,6120.0,6120.0,6120.0,66243.0,1886,6188
576,Kharimkotan,Stratovolcano,Russia,Kuril Islands,Kuril Islands,holocene,1933 CE,49.12,154.508,2.0,2.0,4.0,22.0,1145,3757
577,"Khaybar, Harrat",Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,650 CE,25.5,40.0,13619.0,13619.0,13619.0,1415732.0,2093,6867
581,Kikai,Caldera,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2020 CE,30.793,130.305,152.0,152.0,152.0,1002905.0,704,2310
583,Kilauea,Shield,United States,Hawaii and Pacific Ocean,Hawaiian Islands,holocene,2022 CE,19.421,-155.287,3122.0,3122.0,8495.0,169550.0,1222,4009
585,Kirishimayama,Shield,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2018 CE,31.934,130.862,647.0,8415.0,407050.0,3972044.0,1700,5577
586,"Kishb, Harrat",Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,Unknown - Evidence Credible,22.8,41.38,8028.0,8028.0,8028.0,25048.0,1475,4839
590,Kita-Ioto,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1945 CE,25.424,141.284,158.0,162.0,162.0,1210.0,792,2598
592,Klabat,Stratovolcano,Indonesia,Indonesia,Sulawesi,holocene,Unknown - Unrest / Holocene,1.454,125.031,1352.0,39935.0,822740.0,1326026.0,1968,6457
595,Kolokol Group,Stratovolcano,Russia,Kuril Islands,Kuril Islands,holocene,1973 CE,46.042,150.083,2.0,2.0,128.0,375.0,1328,4357
597,Kone,Caldera,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,1820 CE,8.788,39.701,7289.0,27271.0,255387.0,4245801.0,1380,4528
599,Korath Range,Tuff cone,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Uncertain,5.1,35.88,24549.0,24549.0,48969.0,270726.0,912,2992
600,Koro,Pyroclastic cone,Fiji,New Zealand to Fiji,Fiji Islands,holocene,Unknown - Evidence Uncertain,-17.32,179.4,621.0,1759.0,1761.0,141037.0,522,1713
601,Korosi,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,0.77,36.12,1256.0,9641.0,85474.0,2051312.0,1446,4744
604,Kostakan,Pyroclastic cone,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1350 CE,53.83,158.05,13.0,13.0,1352.0,232577.0,1150,3773
606,Kozushima,Lava dome,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,838 CE,34.219,139.153,2406.0,2406.0,5716.0,442731.0,572,1877
607,Krafla,Caldera,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),holocene,1984 CE,65.715,-16.728,384.0,384.0,1258.0,25667.0,800,2625
608,Krakatau,Caldera,Indonesia,Indonesia,Krakatau,holocene,2021 CE,-6.102,105.423,7177.0,7177.0,8027.0,6326159.0,155,509
609,Krasheninnikov,Caldera,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1550 CE,54.596,160.27,308.0,308.0,814.0,4674.0,1816,5958
611,Krummel-Garbuna-Welcker,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Britain,holocene,2008 CE,-5.416,150.027,91.0,8207.0,58235.0,143455.0,564,1850
612,Krysuvik-Trolladyngja,Crater rows,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),holocene,2021 CE,63.917,-22.067,29070.0,29070.0,164484.0,195915.0,360,1181
614,Kuchinoerabujima,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2020 CE,30.443,130.217,1544.0,1698.0,5348.0,149518.0,657,2156
615,Kuchinoshima,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,1190 CE,29.968,129.926,93.0,101.0,291.0,11002.0,628,2060
616,Kueishantao,Stratovolcano,Taiwan,"Japan, Taiwan, Marianas",Taiwan,holocene,1853 CE,24.841,121.953,1.0,6523.0,471596.0,10011370.0,361,1184
617,Kuh-e Nader,Volcanic field,Iran,Middle East and Indian Ocean,Middle East (eastern),holocene,Unknown - Evidence Uncertain,28.17,60.67,2979.0,2979.0,17818.0,232462.0,1500,4921
618,Kujusan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,1996 CE,33.086,131.249,1667.0,11771.0,181541.0,7815706.0,1791,5876
620,Kula,Pyroclastic cone,Turkey,Mediterranean and Western Asia,Turkey,holocene,Unknown - Evidence Credible,38.58,28.52,66866.0,66866.0,187845.0,2655406.0,750,2461
621,Kunlun Volcanic Group,Pyroclastic cone,China,Kamchatka and Mainland Asia,China (western),holocene,1951 CE,35.52,80.2,1253.0,1253.0,3212.0,22621.0,5808,19055
623,Kurikomayama,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1950 CE,38.961,140.788,226.0,1081.0,104165.0,4615592.0,1627,5338
624,Kurile Lake,Caldera,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,6440 BCE,51.45,157.12,23.0,23.0,397.0,4078.0,81,266
626,Kurub,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,11.88,41.208,8.0,9.0,64938.0,341992.0,625,2051
627,Kusatsu-Shiranesan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2018 CE,36.618,138.528,4485.0,14296.0,434049.0,5947593.0,2165,7103
628,Kussharo,Caldera,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1320 CE,43.615,144.427,8331.0,8331.0,26476.0,680109.0,574,1883
629,Kuttara,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1820 CE,42.491,141.16,10198.0,34015.0,220509.0,3371955.0,549,1801
630,Kutum Volcanic Field,Pyroclastic cone,Sudan,Africa and Red Sea,Africa (northern),holocene,Unknown - Evidence Uncertain,14.57,25.85,30569.0,30569.0,30569.0,194797.0,1779,5837
631,Kuwae,Caldera,Vanuatu,Melanesia and Australia,Vanuatu,holocene,1974 CE,-16.829,168.536,2836.0,2836.0,5725.0,48609.0,-2,-7
633,Kyatwa,Tuff cone,Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Uncertain,0.45,30.25,271685.0,271685.0,537190.0,4350194.0,1430,4692
634,Kyejo,Stratovolcano,Tanzania,Africa and Red Sea,Africa (eastern),holocene,1800 CE,-9.229,33.792,2259.0,38428.0,378511.0,2263665.0,2176,7139
635,La Palma,Stratovolcano,Spain,Atlantic Ocean,Canary Islands,holocene,2021 CE,28.57,-17.83,442.0,18506.0,55922.0,85416.0,2426,7959
636,Laguna Caldera,Caldera,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Unrest / Holocene,14.42,121.27,625567.0,625567.0,7073814.0,26270664.0,743,2438
637,"Lajas, Las",Shield,Nicaragua,México and Central America,Nicaragua,holocene,Unknown - Evidence Uncertain,12.3,-85.73,1901.0,11384.0,130109.0,3304910.0,926,3038
638,Lamington,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,1956 CE,-8.95,148.15,252.0,2018.0,45841.0,146630.0,1680,5512
639,Lamongan,Stratovolcano,Indonesia,Indonesia,Java,holocene,1898 CE,-7.981,113.341,6588.0,66387.0,2193829.0,15322387.0,1641,5384
640,Langila,Complex,Papua New Guinea,Melanesia and Australia,New Britain,holocene,2022 CE,-5.525,148.42,213.0,3653.0,11641.0,45698.0,1330,4364
641,Lanin,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,560 CE,-39.637,-71.502,13.0,352.0,3007.0,202987.0,3776,12388
642,Lanzarote,Fissure vent,Spain,Atlantic Ocean,Canary Islands,holocene,1824 CE,29.03,-13.63,19033.0,80515.0,164123.0,225373.0,670,2198
646,Late,Stratovolcano,Tonga,New Zealand to Fiji,Tonga Islands,holocene,1854 CE,-18.806,-174.65,158.0,158.0,158.0,17190.0,540,1772
647,Lateiki,Submarine,Tonga,New Zealand to Fiji,Tonga Islands,holocene,2019 CE,-19.18,-174.87,18.0,18.0,18.0,7907.0,43,141
649,Lawu,Stratovolcano,Indonesia,Indonesia,Java,holocene,1885 CE,-7.625,111.192,2171.0,68175.0,2344575.0,24931156.0,3265,10712
650,"Lengai, Ol Doinyo",Stratovolcano,Tanzania,Africa and Red Sea,Africa (eastern),holocene,2022 CE,-2.764,35.914,186.0,1855.0,18074.0,545305.0,2962,9718
651,Leonard Range,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,120 CE,7.382,126.047,908.0,3682.0,451047.0,4321874.0,1080,3543
652,Leroboleng,Complex,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2003 CE,-8.365,122.833,9164.0,26794.0,358627.0,896194.0,1095,3593
655,Lewotobi,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2003 CE,-8.542,122.775,18686.0,59084.0,284976.0,906184.0,1703,5587
656,Lewotolok,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2022 CE,-8.274,123.508,4390.0,10032.0,159023.0,695083.0,1431,4695
657,Liado Hayk,Maar,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Uncertain,9.57,40.28,22847.0,22847.0,54244.0,2688559.0,878,2881
658,Liamuiga,Stratovolcano,Saint Kitts and Nevis,West Indies,West Indies,holocene,160 CE,17.37,-62.8,2009.0,7285.0,35138.0,141136.0,1156,3793
659,Licancabur,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,-22.83,-67.88,10.0,86.0,1650.0,12389.0,5916,19409
660,Licto,Pyroclastic cone,Ecuador,South America,Ecuador,holocene,Unknown - Evidence Uncertain,-1.78,-78.613,250144.0,250144.0,333276.0,1806438.0,3336,10945
661,Lihir,Compound,Papua New Guinea,Melanesia and Australia,New Ireland,holocene,Unknown - Evidence Credible,-3.125,152.642,959.0,2592.0,3562.0,32340.0,700,2297
662,Lipari,Stratovolcano,Italy,Mediterranean and Western Asia,Italy,holocene,1230 CE,38.49,14.933,26049.0,28925.0,36059.0,1564043.0,590,1936
664,Ljosufjoll,Fissure vent,Iceland,Iceland and Arctic Ocean,Iceland (western),holocene,960 CE,64.9,-22.483,713.0,713.0,1511.0,192797.0,1063,3488
665,Llaima,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,2009 CE,-38.692,-71.729,86.0,811.0,18568.0,630458.0,3125,10253
668,Lokon-Empung,Stratovolcano,Indonesia,Indonesia,Sulawesi,holocene,2015 CE,1.358,124.792,12183.0,75684.0,942160.0,1583346.0,1580,5184
669,Lolo,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Britain,holocene,Unknown - Evidence Uncertain,-5.466,150.509,5176.0,13925.0,35526.0,144334.0,796,2612
670,Lolobau,Caldera,Papua New Guinea,Melanesia and Australia,New Britain,holocene,1912 CE,-4.92,151.158,7243.0,7243.0,9659.0,62340.0,858,2815
671,Loloru,Pyroclastic shield,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,holocene,1050 BCE,-6.52,155.62,1.0,173.0,26075.0,97088.0,1887,6191
672,Long Island,Complex,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,1993 CE,-5.358,147.12,172.0,2023.0,4017.0,78803.0,1280,4199
673,"Longavi, Nevado de",Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,4890 BCE,-36.193,-71.161,17.0,141.0,3901.0,753797.0,3242,10636
674,Longgang Group,Pyroclastic cone,China,Kamchatka and Mainland Asia,China (eastern),holocene,350 CE,42.33,126.5,34708.0,34708.0,197016.0,4407575.0,1000,3281
675,Longonot,Stratovolcano,Kenya,Africa and Red Sea,Africa (eastern),holocene,1863 CE,-0.914,36.446,809.0,17893.0,410677.0,8750154.0,2776,9108
676,Lonquimay,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1990 CE,-38.379,-71.586,96.0,540.0,13635.0,504320.0,2832,9291
677,Lopevi,Stratovolcano,Vanuatu,Melanesia and Australia,Vanuatu,holocene,2007 CE,-16.507,168.346,690.0,793.0,7942.0,50310.0,1413,4636
678,Lubukraya,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,Unknown - Evidence Uncertain,1.478,99.209,349.0,6931.0,445954.0,2208734.0,1862,6109
679,"Lunayyir, Harrat",Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,1000 CE,25.17,37.75,234.0,234.0,234.0,61662.0,1370,4495
680,Ly Son Group,Volcanic field,Vietnam,Philippines and SE Asia,Southeast Asia,holocene,Unknown - Evidence Credible,15.38,109.12,700.0,700.0,29181.0,2303467.0,157,515
681,Ma Alalta,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,13.013,40.185,3925.0,25246.0,66381.0,1332833.0,1745,5725
685,Machin,Stratovolcano,Colombia,South America,Colombia,holocene,1180 CE,4.487,-75.389,2150.0,15212.0,570836.0,4165071.0,2749,9019
686,Madeira,Shield,Portugal,Atlantic Ocean,Azores,holocene,4500 BCE,32.73,-16.97,209816.0,209816.0,215730.0,220977.0,1862,6109
