,Volcano_Name,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km,Summit,Elevation
251,Copahue,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,2021 CE,37,37,88.0,555.0,3042.0,138414.0,2953,9688
252,Corbetti Caldera,Caldera,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,7,7,565206.0,565206.0,1171948.0,9794061.0,2320,7612
253,Corcovado,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,4920 BCE,43,43,5.0,67.0,5546.0,62134.0,1826,5991
256,Coronado,Stratovolcano,Mexico,México and Central America,Mexico,holocene,Unknown - Unrest / Holocene,29,29,2.0,37.0,1096.0,17157.0,440,1444
257,Coropuna,Stratovolcano,Peru,South America,Peru,holocene,Unknown - Evidence Credible,15,15,37.0,502.0,15589.0,136689.0,6377,20922
258,Corrida de Cori Volcanic Field,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,25,25,1.0,17.0,227.0,7141.0,5451,17884
259,Cosiguina,Stratovolcano,Nicaragua,México and Central America,Nicaragua,holocene,1859 CE,12,12,143.0,4114.0,18876.0,2179830.0,872,2861
260,Cotopaxi,Stratovolcano,Ecuador,South America,Ecuador,holocene,2016 CE,0,0,251.0,7299.0,152139.0,3631492.0,5911,19393
261,Crater Basalt Volcanic Field,Pyroclastic cone,Argentina,South America,Southern Chile and Argentina,holocene,Unknown - Evidence Credible,42,42,448.0,448.0,1140.0,20539.0,1344,4409
262,Crater Lake,Caldera,United States,Canada and Western USA,USA (Oregon),holocene,2850 BCE,42,42,52.0,52.0,366.0,272674.0,2487,8159
263,Craters of the Moon,Pyroclastic cone,United States,Canada and Western USA,USA (Idaho),holocene,130 BCE,43,43,15.0,15.0,1459.0,93300.0,2005,6578
265,Cuernos de Negros,Complex,Philippines,Philippines and SE Asia,Central Philippines,holocene,Unknown - Unrest / Holocene,9,9,1458.0,39681.0,531644.0,2960980.0,1862,6109
266,Cuicocha,Caldera,Ecuador,South America,Ecuador,holocene,650 CE,0,0,178815.0,178815.0,364146.0,3193683.0,3246,10650
267,Cuilapa-Barbarena,Volcanic field,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,14,14,119602.0,119602.0,987252.0,6943297.0,1454,4770
268,Cumbal,Stratovolcano,Colombia,South America,Colombia,holocene,1926 CE,0,0,1405.0,10206.0,244853.0,1800919.0,4764,15630
269,"Cumbres,  Las",Stratovolcano,Mexico,México and Central America,Mexico,holocene,3920 BCE,19,19,113.0,1923.0,315004.0,6365085.0,3940,12927
272,Dabbahu,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,2005 CE,12,12,204.0,1150.0,36494.0,540735.0,1401,4596
273,Dabbayra,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,12,12,804.0,3324.0,47053.0,1946949.0,1302,4272
275,Dakataua,Caldera,Papua New Guinea,Melanesia and Australia,New Britain,holocene,1895 CE,5,5,1147.0,1147.0,3743.0,113954.0,408,1339
276,Dallol,Explosion crater,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,2011 CE,14,14,461.0,670.0,2372.0,820823.0,-48,-157
277,Dama Ali,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,1631 CE,11,11,24.0,1944.0,40013.0,353949.0,1068,3504
278,Damavand,Stratovolcano,Iran,Middle East and Indian Ocean,Middle East (western),holocene,5350 BCE,35,35,27.0,2295.0,59171.0,11945981.0,5670,18602
280,Dariganga Volcanic Field,Pyroclastic cone,Mongolia,Kamchatka and Mainland Asia,Mongolia,holocene,Unknown - Evidence Credible,45,45,18247.0,18247.0,18247.0,25280.0,1778,5833
281,Darwin,Shield,Ecuador,South America,Galapagos Islands,holocene,1813 CE,0,0,190.0,190.0,343.0,2366.0,1330,4364
282,"Daun, Bukit",Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,Unknown - Unrest / Holocene,3,3,4088.0,42410.0,425096.0,2318233.0,2467,8094
284,Davis Lake,Volcanic field,United States,Canada and Western USA,USA (Oregon),holocene,2790 BCE,43,43,1440.0,1440.0,7483.0,164597.0,2163,7096
285,Dawson Strait Group,Volcanic field,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,1350 CE,9,9,5388.0,5388.0,7721.0,80476.0,500,1640
287,Dempo,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,2017 CE,4,4,124.0,9613.0,96058.0,2307584.0,3142,10308
289,Descabezado Grande,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1933 CE,35,35,39.0,142.0,3454.0,704116.0,3953,12969
290,Devils Garden,Volcanic field,United States,Canada and Western USA,USA (Oregon),holocene,Unknown - Evidence Uncertain,43,43,51.0,51.0,287.0,162601.0,1698,5571
291,"Dhamar, Harras of",Volcanic field,Yemen,Middle East and Indian Ocean,Middle East (southern),holocene,1937 CE,14,14,791276.0,791276.0,791276.0,5778965.0,3500,11483
292,"Diables, Morne aux",Lava dome,Dominica,West Indies,West Indies,holocene,Unknown - Evidence Credible,15,15,8048.0,12036.0,33148.0,479470.0,861,2825
293,"Diablotins, Morne",Stratovolcano,Dominica,West Indies,West Indies,holocene,Unknown - Evidence Uncertain,15,15,423.0,9775.0,69935.0,513702.0,1430,4692
294,Diamond Craters,Volcanic field,United States,Canada and Western USA,USA (Oregon),holocene,5610 BCE,43,43,66.0,66.0,136.0,6969.0,1435,4708
296,Dieng Volcanic Complex,Complex,Indonesia,Indonesia,Java,holocene,2021 CE,7,7,1092929.0,1092929.0,1886942.0,24381814.0,2565,8415
298,Dofan,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,9,9,1900.0,12452.0,54928.0,2900053.0,1151,3776
300,Dona Juana,Stratovolcano,Colombia,South America,Colombia,holocene,1906 CE,1,1,1524.0,5372.0,160615.0,1626081.0,4137,13573
301,Dotsero,Maar,United States,Canada and Western USA,USA (Colorado),holocene,2200 BCE,39,39,725.0,4821.0,30534.0,182405.0,2230,7316
306,Dukono,Complex,Indonesia,Indonesia,Halmahera,holocene,2022 CE,1,1,1575.0,3348.0,101506.0,393070.0,1229,4032
308,Durango Volcanic Field,Pyroclastic cone,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,24,24,571282.0,571282.0,571282.0,797133.0,2075,6808
312,East Chamo Basin,Pyroclastic cone,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,5,5,78416.0,78416.0,194759.0,2991755.0,1150,3773
315,East Ziway,Fissure vent,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,7,7,85845.0,85845.0,432279.0,6051149.0,1889,6198
318,Ebulobo,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,1969 CE,8,8,1278.0,24149.0,140204.0,674614.0,2096,6877
319,"Eburru, Ol Doinyo",Complex,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,0,0,460.0,9365.0,323529.0,7992639.0,2856,9370
320,Ecuador,Shield,Ecuador,South America,Galapagos Islands,holocene,1150 CE,0,0,135.0,135.0,193.0,894.0,790,2592
323,Egon,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2008 CE,8,8,818.0,23263.0,250257.0,868670.0,1661,5449
325,Elbrus,Stratovolcano,Russia,Mediterranean and Western Asia,Western Asia,holocene,50 CE,43,43,26.0,195.0,5718.0,1469719.0,5642,18510
327,Elmenteita Badlands,Pyroclastic cone,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,0,0,134553.0,134553.0,445904.0,6117963.0,2126,6975
330,Emuruangogolak,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,1910 CE,1,1,80.0,252.0,4448.0,445177.0,1285,4216
333,Erciyes Dagi,Stratovolcano,Turkey,Mediterranean and Western Asia,Turkey,holocene,6880 BCE,38,38,1715.0,8036.0,767813.0,1817720.0,3864,12677
335,Erta Ale,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,2022 CE,13,13,2685.0,2796.0,8857.0,235083.0,613,2011
336,Esan,Lava dome,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1874 CE,41,41,1734.0,5831.0,33197.0,916560.0,618,2028
341,Esteli,Fissure vent,Nicaragua,México and Central America,Nicaragua,holocene,Unknown - Evidence Uncertain,13,13,133804.0,133804.0,246244.0,2574633.0,899,2949
342,Etna,Stratovolcano,Italy,Mediterranean and Western Asia,Italy,holocene,2022 CE,37,37,78.0,3291.0,1016540.0,3052770.0,3320,10892
343,Etorofu-Atosanupuri [Atosanupuri],Stratovolcano,Japan,Kuril Islands,Kuril Islands,holocene,1932 CE,44,44,1.0,289.0,644.0,4311.0,1206,3957
348,Fayal,Stratovolcano,Portugal,Atlantic Ocean,Azores,holocene,1958 CE,38,38,1514.0,13757.0,24414.0,50663.0,1041,3415
349,Fentale,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,1820 CE,8,8,1919.0,14201.0,169357.0,3482286.0,2007,6585
350,Fernandina,Shield,Ecuador,South America,Galapagos Islands,holocene,2020 CE,0,0,129.0,129.0,208.0,1972.0,1476,4843
352,Flores,Volcanic field,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,14,14,205145.0,205145.0,397357.0,7489933.0,1600,5249
353,Flores,Stratovolcano,Portugal,Atlantic Ocean,Azores,holocene,950 BCE,39,39,1054.0,4560.0,5825.0,5865.0,914,2999
354,Fogo,Stratovolcano,Cape Verde,Atlantic Ocean,Cape Verde Islands,holocene,2015 CE,14,14,189.0,13254.0,37650.0,267298.0,2829,9281
355,Fonuafo'ou,Submarine,Tonga,New Zealand to Fiji,Tonga Islands,holocene,1936 CE,20,20,302.0,302.0,532.0,69016.0,-17,-56
356,Fonualei,Stratovolcano,Tonga,New Zealand to Fiji,Tonga Islands,holocene,1957 CE,18,18,71.0,71.0,91.0,17857.0,188,617
358,Fort Portal,Tuff cone,Uganda,Africa and Red Sea,Africa (central),holocene,2120 BCE,0,0,242914.0,242914.0,498815.0,4167189.0,1615,5299
359,Fort Selkirk,Volcanic field,Canada,Canada and Western USA,Canada,holocene,Unknown - Evidence Uncertain,62,62,6.0,6.0,6.0,491.0,1239,4065
360,"Fournaise, Piton de la",Shield,France,Middle East and Indian Ocean,Indian Ocean (western),holocene,2022 CE,21,21,55859.0,55859.0,246792.0,717820.0,2632,8635
364,Fuego,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,2022 CE,14,14,1373.0,54332.0,1016339.0,7677809.0,3763,12346
365,Fueguino,Lava dome,Chile,South America,Southern Chile and Argentina,holocene,1820 CE,54,54,18.0,78.0,294.0,1296.0,157,515
366,Fuerteventura,Fissure vent,Spain,Atlantic Ocean,Canary Islands,holocene,Unknown - Evidence Credible,28,28,1432.0,8752.0,52038.0,226781.0,529,1736
367,Fujisan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1708 CE,35,35,570.0,1759.0,906969.0,25022187.0,3776,12388
368,Fukue,Shield,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,400 BCE,32,32,18334.0,40407.0,61450.0,704523.0,315,1033
370,Fukutoku-Oka-no-Ba,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2021 CE,24,24,11.0,19.0,19.0,951.0,-29,-95
371,Furnas,Stratovolcano,Portugal,Atlantic Ocean,Azores,holocene,1630 CE,37,37,1333.0,7310.0,87865.0,153182.0,805,2641
373,Gabillema,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,11,11,248.0,772.0,12626.0,373968.0,1459,4787
374,Gada Ale,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,13,13,101.0,605.0,4827.0,618972.0,287,942
376,Galeras,Complex,Colombia,South America,Colombia,holocene,2014 CE,1,1,705.0,120817.0,630777.0,1700248.0,4276,14029
377,Gallego,Volcanic field,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,holocene,Unknown - Evidence Uncertain,9,9,10017.0,10017.0,81587.0,169626.0,1000,3281
378,Galunggung,Stratovolcano,Indonesia,Indonesia,Java,holocene,1984 CE,7,7,4781.0,66495.0,2382939.0,23897342.0,2168,7113
379,Gamalama,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,2018 CE,0,0,103429.0,204820.0,308691.0,536972.0,1715,5627
381,Gamkonora,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,2007 CE,1,1,3354.0,12744.0,61376.0,627128.0,1635,5364
384,Garibaldi Lake,Volcanic field,Canada,Canada and Western USA,Canada,holocene,Unknown - Evidence Credible,49,49,6635.0,6635.0,28109.0,2218089.0,2316,7598
385,Garove,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Britain,holocene,Unknown - Evidence Credible,4,4,4259.0,5887.0,6388.0,18704.0,368,1207
386,Garua Harbour,Volcanic field,Papua New Guinea,Melanesia and Australia,New Britain,holocene,Unknown - Evidence Uncertain,5,5,12090.0,12090.0,44354.0,123676.0,565,1854
387,Gaua,Stratovolcano,Vanuatu,Melanesia and Australia,Vanuatu,holocene,2011 CE,14,14,166.0,1200.0,2848.0,8834.0,797,2615
388,Gedamsa,Caldera,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,8,8,216008.0,216008.0,744211.0,8000105.0,1873,6145
389,Gede-Pangrango,Stratovolcano,Indonesia,Indonesia,Java,holocene,1957 CE,6,6,2500.0,154390.0,2315469.0,40640105.0,3026,9928
390,Genovesa,Shield,Ecuador,South America,Galapagos Islands,holocene,Unknown - Evidence Credible,0,0,197.0,197.0,197.0,2665.0,64,210
391,Ghegham Volcanic Ridge,Volcanic field,Armenia,Mediterranean and Western Asia,Western Asia,holocene,1900 BCE,40,40,1265153.0,1265153.0,1265153.0,3151168.0,3597,11801
394,"Gloria, La",Volcanic field,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,19,19,108512.0,108512.0,290739.0,5697562.0,3500,11483
395,Gollu Dag,Lava dome,Turkey,Mediterranean and Western Asia,Turkey,holocene,Unknown - Evidence Uncertain,38,38,835.0,20644.0,155618.0,2049981.0,2143,7031
396,Goodenough,Volcanic field,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,Unknown - Evidence Credible,9,9,7639.0,7639.0,17932.0,127955.0,220,722
399,Graciosa,Stratovolcano,Portugal,Atlantic Ocean,Azores,holocene,1950 BCE,39,39,2500.0,5941.0,6153.0,96656.0,402,1319
400,Gran Canaria,Fissure vent,Spain,Atlantic Ocean,Canary Islands,holocene,40 CE,28,28,1101.0,8049.0,697199.0,1119998.0,1950,6398
401,Granada,Fissure vent,Nicaragua,México and Central America,Nicaragua,holocene,Unknown - Evidence Credible,11,11,105952.0,137880.0,678798.0,2722372.0,250,820
404,"Grille, La",Shield,Comoros,Middle East and Indian Ocean,Indian Ocean (western),holocene,Unknown - Evidence Credible,11,11,154373.0,154373.0,243474.0,371795.0,1087,3566
405,Grimsnes,Crater rows,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),holocene,3500 BCE,64,64,6253.0,6253.0,11236.0,197798.0,200,656
407,Groppo,Volcanic field,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,11,11,2411.0,10358.0,93790.0,2462199.0,852,2795
409,Guagua Pichincha,Stratovolcano,Ecuador,South America,Ecuador,holocene,2002 CE,0,0,449.0,32488.0,2064475.0,3581801.0,4784,15696
411,Guayaques,Lava dome,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,22,22,2.0,26.0,408.0,9770.0,5598,18366
412,Guazapa,Stratovolcano,El Salvador,México and Central America,El Salvador and Honduras,holocene,Unknown - Evidence Uncertain,13,13,6492.0,94131.0,2488228.0,6800406.0,1438,4718
413,Gufa,Volcanic field,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,12,12,1651.0,1651.0,6301.0,186649.0,600,1969
415,Guntur,Complex,Indonesia,Indonesia,Java,holocene,1847 CE,7,7,4652.0,218012.0,3412038.0,24486191.0,2251,7385
416,Gunungapi Wetar,Stratovolcano,Indonesia,Indonesia,Banda Sea,holocene,1699 CE,6,6,2.0,2.0,2.0,2.0,282,925
417,Hachijojima,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1606 CE,33,33,11275.0,13560.0,13564.0,14082.0,854,2802
418,Hachimantai,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,5350 BCE,39,39,268.0,1261.0,89833.0,3131126.0,1613,5292
419,Hainan Volcanic Field,Pyroclastic cone,China,Philippines and SE Asia,Southeast Asia,holocene,1933 CE,19,19,1731229.0,1731229.0,1731229.0,6213231.0,196,643
420,Hakkodasan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1550 CE,40,40,225.0,730.0,476624.0,1921667.0,1585,5200
421,Hakoneyama,Complex,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2015 CE,35,35,14140.0,53755.0,1543563.0,30282197.0,1438,4718
422,Hakusan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1659 CE,36,36,474.0,807.0,63965.0,5959200.0,2702,8865
423,Haleakala,Shield,United States,Hawaii and Pacific Ocean,Hawaiian Islands,holocene,1750 CE,20,20,26074.0,26074.0,65398.0,157582.0,3055,10023
424,Halla,Shield,South Korea,Kamchatka and Mainland Asia,Korea,holocene,1007 CE,33,33,134.0,2653.0,482766.0,543082.0,1919,6296
425,Hanish,Shield,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,13,13,219.0,304.0,811.0,850223.0,422,1385
427,Hargy,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Britain,holocene,950 CE,5,5,84.0,5093.0,14613.0,85504.0,1148,3766
428,Harrat Ash Shaam,Volcanic field,Syria,Middle East and Indian Ocean,Middle East (western),holocene,2670 BCE,32,32,276996.0,276996.0,276996.0,276996.0,1100,3609
429,Harunasan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,550 CE,36,36,1135.0,36116.0,1185012.0,14076385.0,1449,4754
430,Hasan Dagi,Stratovolcano,Turkey,Mediterranean and Western Asia,Turkey,holocene,Unknown - Evidence Credible,38,38,235.0,4979.0,174584.0,1362673.0,3253,10673
433,"Haylan, Jabal",Volcanic field,Yemen,Middle East and Indian Ocean,Middle East (southern),holocene,1200 BCE,15,15,225754.0,225754.0,225754.0,4164209.0,1550,5085
440,Helgrindur,Pyroclastic cone,Iceland,Iceland and Arctic Ocean,Iceland (western),holocene,Unknown - Evidence Credible,64,64,753.0,753.0,2312.0,20018.0,986,3235
442,Hengill,Crater rows,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),holocene,150 CE,64,64,5722.0,5722.0,124106.0,204855.0,803,2635
444,Hertali,Fissure vent,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,9,9,474.0,2243.0,65271.0,2279187.0,900,2953
445,Hierro,Shield,Spain,Atlantic Ocean,Canary Islands,holocene,2012 CE,27,27,20321.0,20321.0,20321.0,43696.0,1500,4921
446,Hijiori,Caldera,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,Unknown - Evidence Credible,38,38,83511.0,83511.0,302176.0,4338240.0,552,1811
447,Hiri,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,Unknown - Evidence Credible,0,0,5650.0,11454.0,295487.0,550526.0,630,2067
448,Hitokappu Volcano Group [Bogatyr Ridge],Stratovolcano,Japan,Kuril Islands,Kuril Islands,holocene,Unknown - Evidence Credible,44,44,5.0,130.0,1268.0,5735.0,1610,5282
449,Hiuchigatake,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1544 CE,36,36,179.0,720.0,18567.0,7523509.0,2356,7730
452,Hokkaido-Komagatake,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,2000 CE,42,42,173.0,23091.0,234213.0,962081.0,1131,3711
454,Homa Mountain,Complex,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,0,0,16124.0,60670.0,628701.0,10069120.0,1751,5745
456,Honggeertu,Pyroclastic cone,China,Kamchatka and Mainland Asia,China (eastern),holocene,Unknown - Evidence Uncertain,41,41,46721.0,46721.0,112975.0,1830539.0,1605,5266
459,Hornopiren,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,340 CE,41,41,10.0,116.0,5345.0,332598.0,1572,5157
460,Hromundartindur,Stratovolcano,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),holocene,Unknown - Evidence Uncertain,64,64,5738.0,5738.0,26028.0,201964.0,550,1804
461,Hualalai,Shield,United States,Hawaii and Pacific Ocean,Hawaiian Islands,holocene,1801 CE,19,19,35906.0,35906.0,46959.0,166240.0,2523,8278
462,Huambo,Volcanic field,Peru,South America,Peru,holocene,700 BCE,15,15,301.0,1157.0,7271.0,1028814.0,4554,14941
463,Huanquihue Group,Stratovolcano,Argentina,South America,Central Chile and Argentina,holocene,1750 CE,39,39,22.0,108.0,3515.0,190322.0,2189,7182
464,Huaynaputina,Stratovolcano,Peru,South America,Peru,holocene,1600 CE,16,16,36.0,210.0,9153.0,1088509.0,4850,15912
468,"Huila, Nevado del",Stratovolcano,Colombia,South America,Colombia,holocene,2012 CE,2,2,659.0,3501.0,56737.0,4742651.0,5364,17598
469,Hulubelu,Caldera,Indonesia,Indonesia,Sumatra,holocene,Unknown - Unrest / Holocene,5,5,56894.0,56894.0,99405.0,4261988.0,849,2785
470,Hululais,Compound,Indonesia,Indonesia,Sumatra,holocene,Unknown - Unrest / Holocene,3,3,9.0,21.0,45038.0,1566370.0,2122,6962
471,"Humeros, Los",Caldera,Mexico,México and Central America,Mexico,holocene,4470 BCE,19,19,7461.0,27331.0,566898.0,5710131.0,3150,10335
472,Hunga Tonga-Hunga Ha'apai,Submarine,Tonga,New Zealand to Fiji,Tonga Islands,holocene,2022 CE,20,20,230.0,230.0,532.0,86213.0,114,374
474,Hydrographers Range,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,Unknown - Evidence Credible,9,9,585.0,1428.0,38537.0,136167.0,1915,6283
475,Iamalele,Lava dome,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,Unknown - Evidence Credible,9,9,382.0,766.0,8026.0,113875.0,200,656
476,Ibu,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,2022 CE,1,1,1560.0,14549.0,64581.0,637988.0,1325,4347
478,Igwisi Hills,Pyroclastic cone,Tanzania,Africa and Red Sea,Africa (eastern),holocene,10450 BCE,4,4,37034.0,37034.0,105827.0,774440.0,1146,3760
479,Ijen,Stratovolcano,Indonesia,Indonesia,Java,holocene,1999 CE,8,8,1098.0,5504.0,664199.0,6846855.0,2769,9085
481,Iliboleng,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,1993 CE,8,8,30359.0,87503.0,260688.0,757701.0,1659,5443
483,Ililabalekan,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,Unknown - Unrest / Holocene,8,8,7747.0,14260.0,123287.0,756090.0,1018,3340
484,Ilimuda,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,Unknown - Unrest / Holocene,8,8,32343.0,72197.0,263803.0,903546.0,881,2890
485,Iliwerung,Complex,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2021 CE,8,8,968.0,4318.0,79569.0,665081.0,583,1913
486,Illiniza,Stratovolcano,Ecuador,South America,Ecuador,holocene,Unknown - Evidence Credible,0,0,535.0,6034.0,158371.0,3941221.0,5162,16936
487,Ilopango,Caldera,El Salvador,México and Central America,El Salvador and Honduras,holocene,1880 CE,13,13,2049583.0,2049583.0,2948989.0,6689160.0,450,1476
488,Imbabura,Compound,Ecuador,South America,Ecuador,holocene,5550 BCE,0,0,538.0,96294.0,477043.0,3245887.0,4609,15121
490,"Incahuasi, Nevado de",Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,27,27,1.0,11.0,534.0,12195.0,6638,21778
491,Indian Heaven,Shield,United States,Canada and Western USA,USA (Washington),holocene,6250 BCE,45,45,687.0,687.0,6911.0,2019828.0,1806,5925
492,Infiernillo,Volcanic field,Argentina,South America,Central Chile and Argentina,holocene,6890 BCE,35,35,270.0,270.0,1374.0,40368.0,3007,9865
494,Inielika,Complex,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2001 CE,8,8,4601.0,27281.0,162299.0,818815.0,1559,5115
495,Inierie,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,8050 BCE,8,8,1073.0,7501.0,101938.0,809293.0,2245,7365
497,Ioto,Caldera,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2012 CE,24,24,1179.0,1179.0,1189.0,1370.0,169,554
498,Ipala,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,14,14,3381.0,25003.0,332154.0,6136659.0,1650,5413
499,Iraya,Stratovolcano,Philippines,Philippines and SE Asia,North of Luzon,holocene,1454 CE,20,20,3087.0,4118.0,8255.0,12873.0,1009,3310
500,Irazu,Stratovolcano,Costa Rica,México and Central America,Costa Rica,holocene,1994 CE,9,9,1978.0,25442.0,1667528.0,3432860.0,3432,11260
501,Iriga,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Evidence Credible,13,13,3712.0,142254.0,1159509.0,4399866.0,1138,3734
502,Irruputuncu,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,1995 CE,20,20,68.0,239.0,2852.0,16017.0,5163,16939
504,Isarog,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,3500 BCE,13,13,146.0,27806.0,1208269.0,4291363.0,1966,6450
505,Ischia,Complex,Italy,Mediterranean and Western Asia,Italy,holocene,1302 CE,40,40,18669.0,20210.0,383661.0,5729354.0,789,2589
507,Isluga,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,1913 CE,19,19,1.0,703.0,5961.0,32205.0,5550,18209
508,Itasy Volcanic Field,Pyroclastic cone,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),holocene,6050 BCE,19,19,129121.0,129121.0,249291.0,4168513.0,1800,5906
509,"Ithnayn, Harrat",Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,Unknown - Evidence Credible,26,26,3112.0,3112.0,3112.0,19734.0,1625,5331
510,Ivao Group,Pyroclastic cone,Russia,Kuril Islands,Kuril Islands,holocene,Unknown - Evidence Credible,45,45,1.0,10.0,37.0,959.0,1426,4678
511,Iwakisan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1863 CE,40,40,918.0,13229.0,465065.0,1617801.0,1625,5331
512,Iwatesan,Complex,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1919 CE,39,39,439.0,18462.0,415920.0,2976795.0,2038,6686
